PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter
PO-05960,2023-06-10,2023-06-30,2023-06-25,Raw Materials,Raw Materials - Item 226,GlobalMat Corp,Finance,36,2817.41,101426.76,Y,2023,6,Q2
PO-05961,2023-07-28,2023-08-05,2023-08-16,Raw Materials,Raw Materials - Item 819,SteelCore Industries,HR,20,4348.06,86961.2,N,2023,7,Q3
PO-05962,2023-07-05,2023-07-11,2023-07-27,Facilities,Facilities - Item 824,BuildRight Maintenance,Operations,45,1923.19,86543.55,Y,2023,7,Q3
PO-05963,2023-05-21,2023-06-01,2023-06-06,Professional Services,Professional Services - Item 391,StrategyFirst Partners,Finance,46,11939.03,549195.38,Y,2023,5,Q2
PO-05964,2023-07-19,2023-08-02,2023-08-31,Raw Materials,Raw Materials - Item 690,GlobalMat Corp,R&D,20,2735.17,54703.4,N,2023,7,Q3
PO-05965,2023-01-31,2023-02-17,2023-03-20,Logistics,Logistics - Item 358,QuickShip Ltd,IT,7,2712.47,18987.29,Y,2023,1,Q1
PO-05966,2023-08-30,2023-09-17,2023-10-18,Raw Materials,Raw Materials - Item 101,GlobalMat Corp,HR,35,4335.53,151743.55,Y,2023,8,Q3
PO-05967,2023-07-21,2023-07-30,2023-08-23,Professional Services,Professional Services - Item 357,Apex Consulting Group,Operations,39,3650.53,142370.67,Y,2023,7,Q3
PO-05968,2023-01-21,2023-02-09,2023-03-16,Raw Materials,Raw Materials - Item 344,SteelCore Industries,IT,8,448.11,3584.88,Y,2023,1,Q1
PO-05969,2023-07-30,2023-08-16,2023-09-20,IT & Software,IT & Software - Item 885,SoftEdge Inc,Operations,22,7328.75,161232.5,Y,2023,7,Q3
PO-05970,2024-05-01,2024-05-17,2024-05-22,Facilities,Facilities - Item 759,BuildRight Maintenance,Operations,29,2514.73,72927.17,Y,2024,5,Q2
PO-05971,2024-06-30,2024-07-16,2024-08-19,MRO,MRO - Item 742,SafeGuard Equipment,Finance,2,1449.71,2899.42,Y,2024,6,Q2
PO-05972,2024-04-03,2024-04-18,2024-05-17,Professional Services,Professional Services - Item 801,LegalEdge Associates,R&D,34,17408.59,591892.06,N,2024,4,Q2
PO-05973,2024-04-30,2024-05-06,2024-06-15,Raw Materials,Raw Materials - Item 735,GlobalMat Corp,Marketing,43,866.53,37260.79,N,2024,4,Q2
PO-05974,2024-01-12,2024-01-18,2024-02-22,MRO,MRO - Item 667,ToolMaster Supply,Supply Chain,4,1137.07,4548.28,Y,2024,1,Q1
PO-05975,2024-03-18,2024-04-05,2024-05-03,MRO,MRO - Item 562,ToolMaster Supply,R&D,12,96.87,1162.44,N,2024,3,Q1
PO-05976,2023-03-23,2023-03-28,2023-05-17,Raw Materials,Raw Materials - Item 730,AlphaMetals Ltd,Sales,5,4629.47,23147.35,Y,2023,3,Q1
PO-05977,2023-04-21,2023-04-30,2023-06-01,Raw Materials,Raw Materials - Item 608,SteelCore Industries,IT,26,1131.6,29421.6,N,2023,4,Q2
PO-05978,2023-05-09,2023-05-14,2023-06-16,MRO,MRO - Item 564,ProParts Inc,Operations,49,1420.93,69625.57,Y,2023,5,Q2
PO-05979,2023-03-08,2023-03-27,2023-04-13,Logistics,Logistics - Item 446,SwiftLogistics Group,Supply Chain,44,3087.26,135839.44,Y,2023,3,Q1
PO-05980,2024-03-30,2024-04-14,2024-05-04,Logistics,Logistics - Item 454,SwiftLogistics Group,Operations,1,687.08,687.08,N,2024,3,Q1
PO-05981,2023-09-07,2023-09-17,2023-10-21,Raw Materials,Raw Materials - Item 777,SteelCore Industries,Marketing,41,4844.2,198612.2,Y,2023,9,Q3
PO-05982,2024-04-05,2024-04-15,2024-05-08,Facilities,Facilities - Item 299,FaciliTech Corp,Sales,23,2014.49,46333.27,Y,2024,4,Q2
PO-05983,2023-11-03,2023-11-20,2023-11-20,MRO,MRO - Item 306,FastTrack MRO,Sales,1,189.53,189.53,Y,2023,11,Q4
PO-05984,2024-05-13,2024-05-28,2024-07-04,Logistics,Logistics - Item 887,AirCargo Solutions,Operations,38,6591.71,250484.98,Y,2024,5,Q2
PO-05985,2023-09-24,2023-10-07,2023-10-22,Raw Materials,Raw Materials - Item 872,NorthStar Composites,IT,9,4024.98,36224.82,Y,2023,9,Q3
PO-05986,2023-03-05,2023-03-16,2023-04-25,Facilities,Facilities - Item 930,CleanPro Services,Marketing,40,2400.55,96022.0,Y,2023,3,Q1
PO-05987,2023-04-27,2023-05-06,2023-06-07,Logistics,Logistics - Item 293,SwiftLogistics Group,Marketing,37,7610.59,281591.83,Y,2023,4,Q2
PO-05988,2023-09-10,2023-09-22,2023-11-06,MRO,MRO - Item 994,NetSecure Pro,R&D,37,1210.04,44771.48,N,2023,9,Q3
PO-05989,2023-08-29,2023-09-13,2023-09-16,MRO,MRO - Item 952,ProParts Inc,HR,43,401.95,17283.85,Y,2023,8,Q3
PO-05990,2023-06-15,2023-06-20,2023-08-02,IT & Software,IT & Software - Item 431,NetSecure Pro,HR,37,8221.2,304184.4,Y,2023,6,Q2
PO-05991,2023-12-09,2023-12-21,2024-01-19,Raw Materials,Raw Materials - Item 500,PrimeChem Solutions,IT,12,2203.77,26445.24,Y,2023,12,Q4
PO-05992,2023-10-28,2023-11-05,2023-11-29,Logistics,Logistics - Item 718,CrossBorder Express,Operations,34,6662.74,226533.16,N,2023,10,Q4
PO-05993,2023-05-25,2023-06-06,2023-07-15,IT & Software,IT & Software - Item 622,DataCore Solutions,IT,43,5818.66,250202.38,Y,2023,5,Q2
PO-05994,2023-01-20,2023-02-02,2023-02-04,Office Supplies,Office Supplies - Item 706,PrintMaster Co,Operations,13,488.22,6346.86,N,2023,1,Q1
PO-05995,2023-04-22,2023-05-11,2023-06-19,IT & Software,IT & Software - Item 321,NetSecure Pro,HR,22,5952.93,130964.46,Y,2023,4,Q2
PO-05996,2023-04-13,2023-04-29,2023-05-18,Raw Materials,Raw Materials - Item 597,SteelCore Industries,Marketing,28,1058.29,29632.12,N,2023,4,Q2
PO-05997,2024-06-16,2024-07-04,2024-08-02,MRO,MRO - Item 731,FastTrack MRO,Operations,8,384.25,3074.0,Y,2024,6,Q2
PO-05998,2023-03-11,2023-03-31,2023-04-15,Logistics,Logistics - Item 263,SwiftLogistics Group,IT,20,949.69,18993.8,Y,2023,3,Q1
PO-05999,2023-09-16,2023-09-23,2023-10-25,Raw Materials,Raw Materials - Item 740,AlphaMetals Ltd,IT,17,2159.49,36711.33,Y,2023,9,Q3
PO-06000,2023-02-09,2023-02-20,2023-03-07,Marketing,Marketing - Item 142,MediaEdge Solutions,Finance,19,7230.61,137381.59,Y,2023,2,Q1
PO-06001,2023-03-09,2023-03-14,2023-04-07,Professional Services,Professional Services - Item 958,LegalEdge Associates,Supply Chain,18,7193.91,129490.38,N,2023,3,Q1
PO-06002,2024-04-25,2024-05-12,2024-06-18,Marketing,Marketing - Item 234,MediaEdge Solutions,Finance,21,13305.05,279406.05,Y,2024,4,Q2
PO-06003,2023-11-21,2023-12-06,2023-12-12,Professional Services,Professional Services - Item 290,Apex Consulting Group,Supply Chain,42,16041.61,673747.62,N,2023,11,Q4
PO-06004,2023-05-23,2023-06-10,2023-07-10,Logistics,Logistics - Item 214,PortLink Services,Operations,27,1933.03,52191.81,Y,2023,5,Q2
PO-06005,2024-04-24,2024-05-02,2024-06-10,Raw Materials,Raw Materials - Item 129,SteelCore Industries,R&D,22,3464.64,76222.08,N,2024,4,Q2
PO-06006,2024-01-03,2024-01-10,2024-01-29,Raw Materials,Raw Materials - Item 868,AlphaMetals Ltd,Operations,42,3189.1,133942.2,Y,2024,1,Q1
PO-06007,2023-04-30,2023-05-13,2023-06-03,Office Supplies,Office Supplies - Item 403,PrintMaster Co,Sales,31,306.39,9498.09,N,2023,4,Q2
PO-06008,2023-01-24,2023-01-31,2023-03-11,Raw Materials,Raw Materials - Item 212,PrimeChem Solutions,Sales,6,4140.84,24845.04,Y,2023,1,Q1
PO-06009,2023-01-14,2023-01-19,2023-03-11,IT & Software,IT & Software - Item 126,DataCore Solutions,Supply Chain,49,8971.63,439609.87,Y,2023,1,Q1
PO-06010,2024-03-09,2024-03-19,2024-04-11,Logistics,Logistics - Item 251,FreightMaster Inc,Operations,20,1218.01,24360.2,Y,2024,3,Q1
PO-06011,2023-10-13,2023-10-24,2023-11-01,Logistics,Logistics - Item 513,FreightMaster Inc,HR,19,4005.39,76102.41,N,2023,10,Q4
PO-06012,2024-05-09,2024-05-28,2024-07-07,Raw Materials,Raw Materials - Item 430,PrimeChem Solutions,Operations,2,2949.77,5899.54,N,2024,5,Q2
PO-06013,2023-05-29,2023-06-06,2023-06-21,Raw Materials,Raw Materials - Item 856,SteelCore Industries,Sales,25,1748.5,43712.5,Y,2023,5,Q2
PO-06014,2023-05-18,2023-06-05,2023-07-02,Raw Materials,Raw Materials - Item 239,GlobalMat Corp,Supply Chain,23,2639.99,60719.77,Y,2023,5,Q2
PO-06015,2023-01-14,2023-01-19,2023-02-14,Logistics,Logistics - Item 604,FreightMaster Inc,HR,17,4285.02,72845.34,Y,2023,1,Q1
PO-06016,2023-09-29,2023-10-05,2023-11-05,Raw Materials,Raw Materials - Item 325,SteelCore Industries,IT,30,2750.86,82525.8,Y,2023,9,Q3
PO-06017,2023-03-19,2023-03-24,2023-04-22,Marketing,Marketing - Item 785,CreativeWorks Inc,Supply Chain,23,6872.98,158078.54,Y,2023,3,Q1
PO-06018,2024-03-03,2024-03-22,2024-04-25,IT & Software,IT & Software - Item 846,CloudTech Systems,Operations,34,8927.34,303529.56,Y,2024,3,Q1
PO-06019,2023-02-28,2023-03-15,2023-04-19,IT & Software,IT & Software - Item 111,DataCore Solutions,Sales,19,10881.95,206757.05,Y,2023,2,Q1
PO-06020,2023-07-21,2023-08-04,2023-09-15,Professional Services,Professional Services - Item 670,HRPro Consultants,HR,6,10234.15,61404.9,Y,2023,7,Q3
PO-06021,2023-05-16,2023-05-28,2023-06-19,IT & Software,IT & Software - Item 242,SoftEdge Inc,Finance,36,6467.7,232837.2,Y,2023,5,Q2
PO-06022,2023-06-21,2023-06-30,2023-08-07,Raw Materials,Raw Materials - Item 743,SteelCore Industries,R&D,39,4777.03,186304.17,N,2023,6,Q2
PO-06023,2023-12-25,2024-01-10,2024-02-16,Raw Materials,Raw Materials - Item 433,SteelCore Industries,Marketing,14,4309.47,60332.58,Y,2023,12,Q4
PO-06024,2024-04-03,2024-04-08,2024-04-30,MRO,MRO - Item 582,PrecisionParts Co,Operations,23,1004.99,23114.77,Y,2024,4,Q2
PO-06025,2023-10-08,2023-10-18,2023-10-31,Facilities,Facilities - Item 226,CleanPro Services,HR,1,671.12,671.12,Y,2023,10,Q4
PO-06026,2023-05-28,2023-06-17,2023-07-15,MRO,MRO - Item 914,PrecisionParts Co,Operations,41,1279.09,52442.69,Y,2023,5,Q2
PO-06027,2023-03-02,2023-03-07,2023-03-24,IT & Software,IT & Software - Item 872,SoftEdge Inc,Operations,9,884.8,7963.2,Y,2023,3,Q1
PO-06028,2024-06-20,2024-07-09,2024-08-15,MRO,MRO - Item 445,SafeGuard Equipment,IT,43,1046.88,45015.84,Y,2024,6,Q2
PO-06029,2023-07-12,2023-07-20,2023-08-05,Facilities,Facilities - Item 552,CleanPro Services,Sales,14,2908.62,40720.68,Y,2023,7,Q3
PO-06030,2023-12-09,2023-12-21,2024-01-10,Professional Services,Professional Services - Item 505,LegalEdge Associates,Operations,47,12169.52,571967.44,Y,2023,12,Q4
PO-06031,2023-04-02,2023-04-09,2023-05-14,Logistics,Logistics - Item 695,QuickShip Ltd,Operations,4,6322.66,25290.64,Y,2023,4,Q2
PO-06032,2023-03-26,2023-04-06,2023-04-30,Logistics,Logistics - Item 607,CrossBorder Express,Supply Chain,22,5947.67,130848.74,Y,2023,3,Q1
PO-06033,2023-01-10,2023-01-27,2023-03-01,Facilities,Facilities - Item 393,BuildRight Maintenance,Operations,15,2693.35,40400.25,N,2023,1,Q1
PO-06034,2023-03-22,2023-04-03,2023-04-10,Raw Materials,Raw Materials - Item 813,SteelCore Industries,IT,36,3183.25,114597.0,Y,2023,3,Q1
PO-06035,2024-03-13,2024-03-22,2024-04-28,IT & Software,IT & Software - Item 704,TechBridge Corp,IT,5,5158.82,25794.1,Y,2024,3,Q1
PO-06036,2023-08-15,2023-08-28,2023-09-30,Raw Materials,Raw Materials - Item 393,PrimeChem Solutions,Supply Chain,23,1465.81,33713.63,Y,2023,8,Q3
PO-06037,2024-06-12,2024-06-26,2024-07-27,Logistics,Logistics - Item 715,FreightMaster Inc,Supply Chain,32,1117.22,35751.04,Y,2024,6,Q2
PO-06038,2023-01-23,2023-02-01,2023-03-04,Professional Services,Professional Services - Item 303,LegalEdge Associates,Operations,13,5060.1,65781.3,Y,2023,1,Q1
PO-06039,2023-01-26,2023-02-13,2023-03-06,IT & Software,IT & Software - Item 938,DataCore Solutions,Supply Chain,4,8401.47,33605.88,N,2023,1,Q1
PO-06040,2023-09-06,2023-09-15,2023-10-18,Raw Materials,Raw Materials - Item 478,AlphaMetals Ltd,IT,46,3839.4,176612.4,Y,2023,9,Q3
PO-06041,2023-08-16,2023-08-30,2023-09-13,IT & Software,IT & Software - Item 699,CloudTech Systems,Finance,32,3711.96,118782.72,Y,2023,8,Q3
PO-06042,2023-02-28,2023-03-14,2023-03-29,IT & Software,IT & Software - Item 360,CloudTech Systems,Finance,50,7197.36,359868.0,Y,2023,2,Q1
PO-06043,2023-11-03,2023-11-20,2023-12-21,IT & Software,IT & Software - Item 111,Industrial Direct,Supply Chain,20,4414.76,88295.2,N,2023,11,Q4
PO-06044,2023-03-13,2023-03-18,2023-04-22,IT & Software,IT & Software - Item 908,NetSecure Pro,Supply Chain,32,4069.49,130223.68,Y,2023,3,Q1
PO-06045,2024-05-18,2024-06-05,2024-06-03,Raw Materials,Raw Materials - Item 460,GlobalMat Corp,Supply Chain,2,2407.41,4814.82,N,2024,5,Q2
PO-06046,2023-11-28,2023-12-04,2023-12-22,Facilities,Facilities - Item 255,BuildRight Maintenance,Operations,17,2766.9,47037.3,Y,2023,11,Q4
PO-06047,2023-01-14,2023-01-25,2023-03-14,Office Supplies,Office Supplies - Item 406,PrintMaster Co,HR,49,234.06,11468.94,N,2023,1,Q1
PO-06048,2023-08-22,2023-09-08,2023-10-21,Professional Services,Professional Services - Item 517,StrategyFirst Partners,Supply Chain,25,14255.04,356376.0,N,2023,8,Q3
PO-06049,2023-09-11,2023-10-01,2023-10-27,Logistics,Logistics - Item 892,FreightMaster Inc,Operations,17,8427.53,143268.01,N,2023,9,Q3
PO-06050,2024-02-24,2024-03-05,2024-04-20,Logistics,Logistics - Item 457,QuickShip Ltd,Finance,23,6655.91,153085.93,Y,2024,2,Q1
PO-06051,2023-03-29,2023-04-07,2023-04-24,Professional Services,Professional Services - Item 566,LegalEdge Associates,Operations,24,9695.88,232701.12,Y,2023,3,Q1
PO-06052,2023-05-08,2023-05-20,2023-06-30,IT & Software,IT & Software - Item 303,CloudTech Systems,HR,18,5559.84,100077.12,Y,2023,5,Q2
PO-06053,2023-08-31,2023-09-17,2023-10-28,IT & Software,IT & Software - Item 306,CloudTech Systems,Sales,25,13296.46,332411.5,Y,2023,8,Q3
PO-06054,2023-04-21,2023-04-28,2023-05-26,MRO,MRO - Item 406,Industrial Direct,R&D,39,770.17,30036.63,Y,2023,4,Q2
PO-06055,2023-03-14,2023-03-29,2023-04-24,Raw Materials,Raw Materials - Item 279,SteelCore Industries,Marketing,32,4880.08,156162.56,Y,2023,3,Q1
PO-06056,2023-08-30,2023-09-19,2023-10-02,Logistics,Logistics - Item 886,LocalFreight Co,Supply Chain,8,1152.57,9220.56,Y,2023,8,Q3
PO-06057,2023-07-15,2023-07-20,2023-08-15,Logistics,Logistics - Item 782,SwiftLogistics Group,Operations,23,7242.04,166566.92,N,2023,7,Q3
PO-06058,2024-05-05,2024-05-21,2024-06-07,Logistics,Logistics - Item 306,CrossBorder Express,Marketing,35,3622.39,126783.65,Y,2024,5,Q2
PO-06059,2023-09-07,2023-09-18,2023-09-23,Logistics,Logistics - Item 188,SwiftLogistics Group,Operations,41,7399.67,303386.47,Y,2023,9,Q3
PO-06060,2023-02-10,2023-02-20,2023-03-02,Logistics,Logistics - Item 592,LastMile Delivery,Operations,17,983.14,16713.38,Y,2023,2,Q1
PO-06061,2024-01-14,2024-01-25,2024-03-12,Logistics,Logistics - Item 439,CrossBorder Express,Operations,9,755.94,6803.46,Y,2024,1,Q1
PO-06062,2023-06-17,2023-07-07,2023-07-27,Office Supplies,Office Supplies - Item 991,OfficeWorld Ltd,Sales,23,192.24,4421.52,Y,2023,6,Q2
PO-06063,2023-02-27,2023-03-04,2023-04-16,Raw Materials,Raw Materials - Item 675,GlobalMat Corp,IT,7,5257.92,36805.44,N,2023,2,Q1
PO-06064,2024-04-14,2024-04-25,2024-04-29,Raw Materials,Raw Materials - Item 154,NorthStar Composites,Supply Chain,35,2004.83,70169.05,Y,2024,4,Q2
PO-06065,2023-04-16,2023-05-04,2023-05-21,MRO,MRO - Item 138,MechSupply Ltd,Sales,29,1323.38,38378.02,N,2023,4,Q2
PO-06066,2024-06-05,2024-06-19,2024-07-24,Logistics,Logistics - Item 930,CrossBorder Express,Sales,39,7131.31,278121.09,Y,2024,6,Q2
PO-06067,2023-04-19,2023-04-26,2023-05-14,Professional Services,Professional Services - Item 889,StrategyFirst Partners,IT,24,9485.47,227651.28,Y,2023,4,Q2
PO-06068,2023-07-22,2023-07-31,2023-08-30,IT & Software,IT & Software - Item 816,SoftEdge Inc,Supply Chain,34,6858.38,233184.92,Y,2023,7,Q3
PO-06069,2023-10-01,2023-10-20,2023-10-27,Raw Materials,Raw Materials - Item 630,AlphaMetals Ltd,Marketing,7,3189.4,22325.8,Y,2023,10,Q4
PO-06070,2024-01-25,2024-02-05,2024-03-24,IT & Software,IT & Software - Item 576,DataCore Solutions,IT,37,4854.85,179629.45,Y,2024,1,Q1
PO-06071,2024-01-07,2024-01-23,2024-02-18,MRO,MRO - Item 246,FastTrack MRO,R&D,45,1007.16,45322.2,Y,2024,1,Q1
PO-06072,2023-05-02,2023-05-15,2023-06-10,Office Supplies,Office Supplies - Item 987,OfficeWorld Ltd,Sales,34,267.1,9081.4,N,2023,5,Q2
PO-06073,2024-06-17,2024-06-25,2024-07-21,Raw Materials,Raw Materials - Item 858,NorthStar Composites,Sales,9,3580.42,32223.78,Y,2024,6,Q2
PO-06074,2023-01-05,2023-01-10,2023-02-22,Raw Materials,Raw Materials - Item 812,SteelCore Industries,HR,21,3259.6,68451.6,Y,2023,1,Q1
PO-06075,2024-06-29,2024-07-04,2024-08-08,MRO,MRO - Item 546,PrecisionParts Co,Marketing,43,1288.09,55387.87,Y,2024,6,Q2
PO-06076,2024-04-11,2024-04-28,2024-05-06,Raw Materials,Raw Materials - Item 200,NorthStar Composites,Supply Chain,43,2538.43,109152.49,Y,2024,4,Q2
PO-06077,2023-04-07,2023-04-19,2023-06-02,IT & Software,IT & Software - Item 842,SoftEdge Inc,Operations,28,8952.0,250656.0,N,2023,4,Q2
PO-06078,2023-07-05,2023-07-12,2023-07-23,MRO,MRO - Item 869,Industrial Direct,Sales,45,516.61,23247.45,Y,2023,7,Q3
PO-06079,2024-05-03,2024-05-10,2024-06-02,Raw Materials,Raw Materials - Item 600,GlobalMat Corp,Operations,30,933.69,28010.7,N,2024,5,Q2
PO-06080,2023-10-30,2023-11-12,2023-11-28,IT & Software,IT & Software - Item 941,NetSecure Pro,Supply Chain,37,1609.55,59553.35,N,2023,10,Q4
PO-06081,2023-01-17,2023-01-26,2023-02-28,IT & Software,IT & Software - Item 363,DataCore Solutions,Finance,12,2848.77,34185.24,Y,2023,1,Q1
PO-06082,2023-06-05,2023-06-18,2023-07-18,IT & Software,IT & Software - Item 234,TechBridge Corp,IT,25,10030.94,250773.5,N,2023,6,Q2
PO-06083,2024-01-30,2024-02-11,2024-02-25,Logistics,Logistics - Item 757,LocalFreight Co,Sales,34,6388.5,217209.0,Y,2024,1,Q1
PO-06084,2024-04-28,2024-05-09,2024-06-25,Raw Materials,Raw Materials - Item 173,GlobalMat Corp,Marketing,40,4459.01,178360.4,Y,2024,4,Q2
PO-06085,2023-10-20,2023-11-02,2023-11-09,Raw Materials,Raw Materials - Item 451,GlobalMat Corp,Operations,15,2845.46,42681.9,Y,2023,10,Q4
PO-06086,2023-10-14,2023-10-29,2023-12-01,IT & Software,IT & Software - Item 674,InfraCloud Ltd,Finance,44,9833.12,432657.28,Y,2023,10,Q4
PO-06087,2024-03-25,2024-04-13,2024-04-23,Raw Materials,Raw Materials - Item 937,SoftEdge Inc,IT,10,868.87,8688.7,Y,2024,3,Q1
PO-06088,2023-01-17,2023-01-24,2023-03-17,IT & Software,IT & Software - Item 436,CloudTech Systems,Finance,19,11069.53,210321.07,Y,2023,1,Q1
PO-06089,2023-08-21,2023-08-27,2023-09-28,MRO,MRO - Item 943,ProParts Inc,Supply Chain,45,251.73,11327.85,N,2023,8,Q3
PO-06090,2023-01-14,2023-01-20,2023-02-19,Raw Materials,Raw Materials - Item 352,SteelCore Industries,Finance,40,1272.45,50898.0,Y,2023,1,Q1
PO-06091,2023-02-23,2023-03-13,2023-03-28,Professional Services,Professional Services - Item 672,HRPro Consultants,R&D,5,14226.82,71134.1,Y,2023,2,Q1
PO-06092,2023-02-10,2023-02-19,2023-03-27,MRO,MRO - Item 522,Industrial Direct,IT,44,1463.94,64413.36,Y,2023,2,Q1
PO-06093,2024-05-11,2024-05-22,2024-06-16,Raw Materials,Raw Materials - Item 661,SteelCore Industries,IT,46,2692.72,123865.12,Y,2024,5,Q2
PO-06094,2024-03-03,2024-03-08,2024-03-24,MRO,MRO - Item 844,ProParts Inc,Operations,47,532.48,25026.56,Y,2024,3,Q1
PO-06095,2024-06-06,2024-06-26,2024-07-03,IT & Software,IT & Software - Item 690,CloudTech Systems,Supply Chain,9,13912.39,125211.51,Y,2024,6,Q2
PO-06096,2024-01-16,2024-01-28,2024-02-29,MRO,MRO - Item 467,FastTrack MRO,Sales,27,577.99,15605.73,Y,2024,1,Q1
PO-06097,2023-06-25,2023-07-11,2023-07-10,MRO,MRO - Item 348,Industrial Direct,Supply Chain,49,1040.94,51006.06,Y,2023,6,Q2
PO-06098,2023-02-09,2023-02-17,2023-03-17,Professional Services,Professional Services - Item 102,Apex Consulting Group,Operations,28,19271.71,539607.88,Y,2023,2,Q1
PO-06099,2023-01-24,2023-02-11,2023-02-25,Raw Materials,Raw Materials - Item 246,PrimeChem Solutions,Operations,36,3531.02,127116.72,Y,2023,1,Q1
PO-06100,2024-04-05,2024-04-18,2024-05-11,Raw Materials,Raw Materials - Item 180,AlphaMetals Ltd,Operations,37,1728.4,63950.8,Y,2024,4,Q2
PO-06101,2024-01-14,2024-01-22,2024-02-18,Facilities,Facilities - Item 739,BuildRight Maintenance,IT,30,2770.52,83115.6,Y,2024,1,Q1
PO-06102,2023-11-20,2023-12-07,2023-12-28,IT & Software,IT & Software - Item 316,SoftEdge Inc,IT,37,6340.58,234601.46,Y,2023,11,Q4
PO-06103,2023-04-23,2023-05-13,2023-06-19,Professional Services,Professional Services - Item 671,SwiftLogistics Group,Operations,36,11190.41,402854.76,Y,2023,4,Q2
PO-06104,2023-11-07,2023-11-12,2023-11-30,Raw Materials,Raw Materials - Item 795,PrimeChem Solutions,IT,46,1917.43,88201.78,Y,2023,11,Q4
PO-06105,2024-06-26,2024-07-02,2024-07-20,Raw Materials,Raw Materials - Item 111,AlphaMetals Ltd,R&D,3,3994.46,11983.38,N,2024,6,Q2
PO-06106,2023-05-10,2023-05-16,2023-06-29,Professional Services,Professional Services - Item 655,LegalEdge Associates,IT,11,13770.33,151473.63,Y,2023,5,Q2
PO-06107,2024-05-04,2024-05-19,2024-06-30,Logistics,Logistics - Item 765,SwiftLogistics Group,IT,38,5849.51,222281.38,Y,2024,5,Q2
PO-06108,2023-02-07,2023-02-14,2023-04-05,Professional Services,Professional Services - Item 544,Apex Consulting Group,Operations,8,9622.45,76979.6,Y,2023,2,Q1
PO-06109,2023-07-08,2023-07-22,2023-08-06,MRO,MRO - Item 411,ToolMaster Supply,IT,9,267.42,2406.78,N,2023,7,Q3
PO-06110,2023-11-16,2023-11-23,2023-12-30,MRO,MRO - Item 796,ProParts Inc,Marketing,39,1197.52,46703.28,Y,2023,11,Q4
PO-06111,2023-03-27,2023-04-13,2023-04-23,Logistics,Logistics - Item 224,BrandBoost Agency,R&D,20,4850.5,97010.0,Y,2023,3,Q1
PO-06112,2023-09-21,2023-09-30,2023-10-20,MRO,MRO - Item 196,ToolMaster Supply,Supply Chain,49,397.13,19459.37,N,2023,9,Q3
PO-06113,2024-06-23,2024-06-28,2024-07-14,Raw Materials,Raw Materials - Item 159,PrimeChem Solutions,Operations,7,4491.96,31443.72,N,2024,6,Q2
PO-06114,2024-05-13,2024-05-31,2024-05-31,Raw Materials,Raw Materials - Item 394,NorthStar Composites,IT,5,2417.28,12086.4,N,2024,5,Q2
PO-06115,2023-02-04,2023-02-14,2023-02-27,Marketing,Marketing - Item 593,MediaEdge Solutions,Supply Chain,19,13913.02,264347.38,N,2023,2,Q1
PO-06116,2023-05-24,2023-06-13,2023-06-26,IT & Software,IT & Software - Item 266,TechBridge Corp,Sales,28,11139.21,311897.88,Y,2023,5,Q2
PO-06117,2023-10-04,2023-10-16,2023-10-25,Logistics,Logistics - Item 311,SwiftLogistics Group,Marketing,20,6332.15,126643.0,Y,2023,10,Q4
PO-06118,2024-05-26,2024-06-02,2024-07-14,MRO,MRO - Item 614,FastTrack MRO,Finance,12,1110.95,13331.4,Y,2024,5,Q2
PO-06119,2024-05-15,2024-05-25,2024-06-07,Raw Materials,Raw Materials - Item 417,AlphaMetals Ltd,IT,36,5580.49,200897.64,Y,2024,5,Q2
PO-06120,2024-04-12,2024-04-19,2024-05-09,Logistics,Logistics - Item 431,ProParts Inc,Finance,29,3125.35,90635.15,Y,2024,4,Q2
PO-06121,2023-10-13,2023-10-27,2023-11-06,Logistics,Logistics - Item 940,LastMile Delivery,R&D,44,3285.58,144565.52,Y,2023,10,Q4
PO-06122,2023-10-10,2023-10-30,2023-12-02,Office Supplies,Office Supplies - Item 420,PrintMaster Co,Marketing,23,167.56,3853.88,Y,2023,10,Q4
PO-06123,2023-03-10,2023-03-28,2023-04-07,Raw Materials,Raw Materials - Item 130,PrimeChem Solutions,Operations,15,2271.62,34074.3,Y,2023,3,Q1
PO-06124,2023-03-10,2023-03-23,2023-03-29,MRO,MRO - Item 744,FastTrack MRO,R&D,37,1044.76,38656.12,N,2023,3,Q1
PO-06125,2023-10-07,2023-10-14,2023-11-10,MRO,MRO - Item 620,ToolMaster Supply,IT,40,1332.64,53305.6,Y,2023,10,Q4
PO-06126,2023-10-16,2023-10-28,2023-12-08,Raw Materials,Raw Materials - Item 962,NorthStar Composites,Finance,16,4473.26,71572.16,Y,2023,10,Q4
PO-06127,2023-06-28,2023-07-16,2023-07-20,Raw Materials,Raw Materials - Item 385,PrimeChem Solutions,IT,4,1746.86,6987.44,Y,2023,6,Q2
PO-06128,2023-12-12,2023-12-24,2024-01-12,Professional Services,Professional Services - Item 754,Apex Consulting Group,Sales,26,14505.79,377150.54,Y,2023,12,Q4
PO-06129,2023-10-12,2023-11-01,2023-11-12,MRO,MRO - Item 152,ProParts Inc,R&D,34,1176.33,39995.22,N,2023,10,Q4
PO-06130,2023-02-26,2023-03-16,2023-03-21,Professional Services,Professional Services - Item 768,HRPro Consultants,Marketing,16,14550.54,232808.64,Y,2023,2,Q1
