PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter,Payment_Cycle_Days,Is_Maverick,Year_Month,Calculated_Cost,Cost_Discrepancy
PO-05684,2024-06-11,2024-06-26,2024-07-02,MRO,MRO - Item 926,Industrial Direct,Operations,10,104.27,1042.7,Y,2024,6,Q2,21,0,2024-06,1042.7,0.0
PO-05685,2023-05-27,2023-06-16,2023-07-26,Logistics,Logistics - Item 420,Swiftlogistics Group,Sales,28,5975.24,167306.72,N,2023,5,Q2,60,1,2023-05,167306.72,0.0
PO-05686,2024-04-18,2024-05-07,2024-05-30,Raw Materials,Raw Materials - Item 350,Alphametals Ltd,HR,10,2498.99,24989.9,N,2024,4,Q2,42,1,2024-04,24989.899999999998,3.637978807091713e-12
PO-05687,2024-03-09,2024-03-20,2024-05-05,MRO,MRO - Item 222,Proparts Inc,Marketing,17,841.0,14297.0,N,2024,3,Q1,57,1,2024-03,14297.0,0.0
PO-05688,2023-12-21,2024-01-09,2024-01-26,Raw Materials,Raw Materials - Item 172,Mediaedge Solutions,HR,33,1264.3,41721.9,N,2023,12,Q4,36,1,2023-12,41721.9,0.0
PO-05689,2023-03-02,2023-03-14,2023-03-22,IT & Software,IT & Software - Item 922,Softedge Inc,IT,27,4809.0,129843.0,Y,2023,3,Q1,20,0,2023-03,129843.0,0.0
PO-05690,2024-04-21,2024-05-10,2024-05-09,Facilities,Facilities - Item 452,Cleanpro Services,Sales,9,2770.17,24931.53,Y,2024,4,Q2,18,0,2024-04,24931.53,0.0
PO-05691,2023-09-29,2023-10-10,2023-11-18,IT & Software,IT & Software - Item 376,Techbridge Corp,IT,27,2977.36,80388.72,Y,2023,9,Q3,50,0,2023-09,80388.72,0.0
PO-05692,2023-10-07,2023-10-26,2023-10-25,MRO,MRO - Item 563,Fasttrack Mro,IT,21,994.48,20884.08,Y,2023,10,Q4,18,0,2023-10,20884.08,0.0
PO-05693,2023-04-21,2023-04-28,2023-06-07,Logistics,Logistics - Item 651,Freightmaster Inc,Sales,38,288.91,10978.58,Y,2023,4,Q2,47,0,2023-04,10978.580000000002,1.8189894035458565e-12
PO-05694,2024-03-10,2024-03-22,2024-04-12,Professional Services,Professional Services - Item 555,Apex Consulting Group,IT,36,17533.8,631216.8,Y,2024,3,Q1,33,0,2024-03,631216.7999999999,1.1641532182693481e-10
PO-05695,2023-01-04,2023-01-23,2023-02-04,Raw Materials,Raw Materials - Item 517,Alphametals Ltd,HR,39,2405.69,93821.91,Y,2023,1,Q1,31,0,2023-01,93821.91,0.0
PO-05696,2023-04-03,2023-04-11,2023-05-02,Office Supplies,Office Supplies - Item 122,Officeworld Ltd,Supply Chain,42,312.3,13116.6,Y,2023,4,Q2,29,0,2023-04,13116.6,0.0
PO-05697,2024-06-30,2024-07-17,2024-07-23,Office Supplies,Office Supplies - Item 443,Officeworld Ltd,Operations,21,349.78,7345.38,Y,2024,6,Q2,23,0,2024-06,7345.379999999999,9.094947017729282e-13
PO-05698,2023-05-18,2023-06-05,2023-06-24,Raw Materials,Raw Materials - Item 474,Globalmat Corp,IT,28,4566.08,127850.24,Y,2023,5,Q2,37,0,2023-05,127850.23999999999,1.4551915228366852e-11
PO-05699,2023-09-14,2023-10-03,2023-11-05,Raw Materials,Raw Materials - Item 298,Globalmat Corp,Supply Chain,4,1217.95,4871.8,Y,2023,9,Q3,52,0,2023-09,4871.8,0.0
PO-05700,2024-03-10,2024-03-28,2024-04-22,MRO,MRO - Item 755,Mechsupply Ltd,Operations,11,489.19,5381.09,Y,2024,3,Q1,43,0,2024-03,5381.09,0.0
PO-05701,2023-11-05,2023-11-12,2023-11-24,Raw Materials,Raw Materials - Item 353,Eastcoast Polymers,Supply Chain,9,742.4,6681.6,N,2023,11,Q4,19,1,2023-11,6681.599999999999,9.094947017729282e-13
PO-05702,2024-01-23,2024-02-02,2024-03-09,Logistics,Logistics - Item 282,Crossborder Express,Marketing,33,1515.74,50019.42,Y,2024,1,Q1,46,0,2024-01,50019.42,0.0
PO-05703,2023-01-17,2023-01-28,2023-02-15,Logistics,Logistics - Item 516,Aircargo Solutions,Sales,24,527.94,12670.56,Y,2023,1,Q1,29,0,2023-01,12670.560000000001,1.8189894035458565e-12
PO-05704,2024-02-27,2024-03-11,2024-04-12,Logistics,Logistics - Item 403,Freightmaster Inc,Sales,32,4548.15,145540.8,N,2024,2,Q1,45,1,2024-02,145540.8,0.0
PO-05705,2024-05-17,2024-06-04,2024-07-07,Raw Materials,Raw Materials - Item 653,Alphametals Ltd,Operations,22,5760.24,126725.28,N,2024,5,Q2,51,1,2024-05,126725.28,0.0
PO-05706,2023-09-17,2023-10-07,2023-11-01,Logistics,Logistics - Item 213,Lastmile Delivery,Operations,47,1654.47,77760.09,Y,2023,9,Q3,45,0,2023-09,77760.09,0.0
PO-05707,2024-05-12,2024-05-29,2024-06-08,Raw Materials,Raw Materials - Item 318,Primechem Solutions,Supply Chain,20,1186.42,23728.4,Y,2024,5,Q2,27,0,2024-05,23728.4,0.0
PO-05708,2023-06-27,2023-07-10,2023-08-26,MRO,MRO - Item 580,Steelcore Industries,Finance,43,1591.03,68414.29,Y,2023,6,Q2,60,0,2023-06,68414.29,0.0
PO-05709,2023-04-29,2023-05-09,2023-06-18,Raw Materials,Raw Materials - Item 376,Freightmaster Inc,R&D,36,367.63,13234.68,Y,2023,4,Q2,50,0,2023-04,13234.68,0.0
PO-05710,2023-05-25,2023-06-06,2023-07-15,MRO,MRO - Item 691,Proparts Inc,IT,21,366.84,7703.64,Y,2023,5,Q2,51,0,2023-05,7703.639999999999,9.094947017729282e-13
PO-05711,2023-04-14,2023-04-28,2023-06-09,Logistics,Logistics - Item 625,Freightmaster Inc,HR,34,2414.56,82095.04,Y,2023,4,Q2,56,0,2023-04,82095.04,0.0
PO-05712,2023-07-07,2023-07-24,2023-08-08,MRO,MRO - Item 562,Toolmaster Supply,Supply Chain,34,861.78,29300.52,Y,2023,7,Q3,32,0,2023-07,29300.52,0.0
PO-05713,2023-02-16,2023-03-05,2023-03-04,Professional Services,Professional Services - Item 351,Financewise Advisory,Sales,17,10085.5,171453.5,Y,2023,2,Q1,16,0,2023-02,171453.5,0.0
PO-05714,2024-05-25,2024-06-06,2024-07-04,Facilities,Facilities - Item 414,Cleanpro Services,Operations,36,460.34,16572.24,Y,2024,5,Q2,40,0,2024-05,16572.239999999998,3.637978807091713e-12
PO-05715,2023-02-17,2023-02-27,2023-03-26,MRO,MRO - Item 940,Toolmaster Supply,R&D,40,73.25,2930.0,N,2023,2,Q1,37,1,2023-02,2930.0,0.0
PO-05716,2023-11-13,2023-11-21,2024-01-02,Raw Materials,Raw Materials - Item 395,Steelcore Industries,Finance,38,3820.28,145170.64,Y,2023,11,Q4,50,0,2023-11,145170.64,0.0
PO-05717,2023-04-06,2023-04-26,2023-05-24,Raw Materials,Raw Materials - Item 711,Primechem Solutions,Operations,24,1474.76,35394.24,N,2023,4,Q2,48,1,2023-04,35394.24,0.0
PO-05718,2023-05-19,2023-06-08,2023-06-08,IT & Software,IT & Software - Item 384,Netsecure Pro,HR,16,5619.16,89906.56,N,2023,5,Q2,20,1,2023-05,89906.56,0.0
PO-05719,2023-02-16,2023-03-08,2023-03-17,Raw Materials,Raw Materials - Item 493,Steelcore Industries,Operations,47,3277.83,154058.01,Y,2023,2,Q1,29,0,2023-02,154058.01,0.0
PO-05720,2023-02-12,2023-03-04,2023-03-17,Office Supplies,Office Supplies - Item 276,Officeworld Ltd,IT,38,158.72,6031.36,N,2023,2,Q1,33,1,2023-02,6031.36,0.0
PO-05721,2023-05-22,2023-06-01,2023-06-21,Raw Materials,Raw Materials - Item 747,Northstar Composites,Operations,42,1322.12,55529.04,N,2023,5,Q2,30,1,2023-05,55529.03999999999,7.275957614183426e-12
PO-05722,2024-01-23,2024-02-08,2024-03-09,Raw Materials,Raw Materials - Item 640,Globalmat Corp,Operations,43,2280.17,98047.31,Y,2024,1,Q1,46,0,2024-01,98047.31,0.0
PO-05723,2023-08-08,2023-08-15,2023-10-06,MRO,MRO - Item 848,Precisionparts Co,Supply Chain,40,1230.25,49210.0,Y,2023,8,Q3,59,0,2023-08,49210.0,0.0
PO-05724,2024-06-11,2024-06-19,2024-07-13,Professional Services,Professional Services - Item 931,Legaledge Associates,R&D,47,18828.97,884961.59,Y,2024,6,Q2,32,0,2024-06,884961.5900000001,1.1641532182693481e-10
PO-05725,2023-06-24,2023-06-29,2023-07-18,IT & Software,IT & Software - Item 879,Datacore Solutions,Sales,9,6212.02,55908.18,Y,2023,6,Q2,24,0,2023-06,55908.18000000001,7.275957614183426e-12
PO-05726,2023-08-14,2023-09-02,2023-09-26,IT & Software,IT & Software - Item 646,Netsecure Pro,Operations,39,2078.43,81058.77,Y,2023,8,Q3,43,0,2023-08,81058.76999999999,1.4551915228366852e-11
PO-05727,2024-01-12,2024-01-31,2024-02-05,Facilities,Facilities - Item 327,Cleanpro Services,Finance,20,967.01,19340.2,Y,2024,1,Q1,24,0,2024-01,19340.2,0.0
PO-05728,2024-05-15,2024-05-31,2024-07-12,Raw Materials,Raw Materials - Item 480,Steelcore Industries,Operations,17,3245.04,55165.68,N,2024,5,Q2,58,1,2024-05,55165.68,0.0
PO-05729,2024-04-03,2024-04-11,2024-04-22,IT & Software,IT & Software - Item 985,Techbridge Corp,IT,15,10925.09,163876.35,Y,2024,4,Q2,19,0,2024-04,163876.35,0.0
PO-05730,2024-02-03,2024-02-19,2024-03-17,MRO,MRO - Item 959,Precisionparts Co,IT,25,1081.7,27042.5,Y,2024,2,Q1,43,0,2024-02,27042.5,0.0
PO-05731,2024-03-29,2024-04-10,2024-04-27,Raw Materials,Raw Materials - Item 337,Eastcoast Polymers,IT,42,621.82,26116.44,Y,2024,3,Q1,29,0,2024-03,26116.440000000002,3.637978807091713e-12
PO-05732,2024-01-10,2024-01-16,2024-02-01,MRO,MRO - Item 823,Toolmaster Supply,IT,14,541.55,7581.7,Y,2024,1,Q1,22,0,2024-01,7581.699999999999,9.094947017729282e-13
PO-05733,2023-09-06,2023-09-15,2023-11-01,Professional Services,Professional Services - Item 235,Hrpro Consultants,IT,9,991.83,8926.47,N,2023,9,Q3,56,1,2023-09,8926.470000000001,1.8189894035458565e-12
PO-05734,2023-02-02,2023-02-19,2023-02-19,Raw Materials,Raw Materials - Item 651,Steelcore Industries,Supply Chain,9,3285.85,29572.65,N,2023,2,Q1,17,1,2023-02,29572.649999999998,3.637978807091713e-12
PO-05735,2024-02-08,2024-02-26,2024-04-02,IT & Software,IT & Software - Item 926,Netsecure Pro,Marketing,15,108.31,1624.65,Y,2024,2,Q1,54,0,2024-02,1624.65,0.0
PO-05736,2023-10-18,2023-10-26,2023-11-29,Logistics,Logistics - Item 689,Aircargo Solutions,Supply Chain,33,6625.62,218645.46,Y,2023,10,Q4,42,0,2023-10,218645.46,0.0
PO-05737,2023-06-23,2023-07-04,2023-07-27,IT & Software,IT & Software - Item 638,Netsecure Pro,R&D,2,1773.85,3547.7,Y,2023,6,Q2,34,0,2023-06,3547.7,0.0
PO-05738,2023-07-14,2023-07-31,2023-08-16,MRO,MRO - Item 295,Industrial Direct,Supply Chain,9,924.58,8321.22,Y,2023,7,Q3,33,0,2023-07,8321.220000000001,1.8189894035458565e-12
PO-05739,2023-05-09,2023-05-19,2023-06-05,Raw Materials,Raw Materials - Item 342,Eastcoast Polymers,Marketing,26,4453.54,115792.04,N,2023,5,Q2,27,1,2023-05,115792.04,0.0
PO-05740,2024-02-06,2024-02-13,2024-02-28,Office Supplies,Office Supplies - Item 447,Officeworld Ltd,Operations,25,167.36,4184.0,Y,2024,2,Q1,22,0,2024-02,4184.0,0.0
PO-05741,2023-04-06,2023-04-17,2023-04-30,Marketing,Marketing - Item 736,Creativeworks Inc,Marketing,27,12247.47,330681.69,N,2023,4,Q2,24,1,2023-04,330681.69,0.0
PO-05742,2024-03-01,2024-03-20,2024-04-03,Professional Services,Professional Services - Item 103,Legaledge Associates,HR,2,1363.22,2726.44,Y,2024,3,Q1,33,0,2024-03,2726.44,0.0
PO-05743,2023-07-23,2023-07-30,2023-08-19,Raw Materials,Raw Materials - Item 306,Globalmat Corp,Supply Chain,35,1814.32,63501.2,Y,2023,7,Q3,27,0,2023-07,63501.2,0.0
PO-05744,2023-10-01,2023-10-13,2023-11-27,IT & Software,IT & Software - Item 203,Techbridge Corp,Supply Chain,14,6829.29,95610.06,N,2023,10,Q4,57,1,2023-10,95610.06,0.0
PO-05745,2023-06-14,2023-06-20,2023-07-26,IT & Software,IT & Software - Item 882,Aircargo Solutions,Operations,10,2888.04,28880.4,N,2023,6,Q2,42,1,2023-06,28880.4,0.0
PO-05746,2023-03-29,2023-04-08,2023-05-28,Raw Materials,Raw Materials - Item 170,Eastcoast Polymers,Operations,36,3480.38,125293.68,N,2023,3,Q1,60,1,2023-03,125293.68000000001,1.4551915228366852e-11
PO-05747,2023-05-10,2023-05-30,2023-05-28,Facilities,Facilities - Item 927,Buildright Maintenance,Operations,7,114.51,801.57,Y,2023,5,Q2,18,0,2023-05,801.57,0.0
PO-05748,2024-06-11,2024-06-28,2024-07-25,MRO,MRO - Item 964,Fasttrack Mro,Supply Chain,45,97.46,4385.7,Y,2024,6,Q2,44,0,2024-06,4385.7,0.0
PO-05749,2024-03-12,2024-03-25,2024-05-11,IT & Software,IT & Software - Item 242,Infracloud Ltd,Operations,22,2541.85,55920.7,N,2024,3,Q1,60,1,2024-03,55920.7,0.0
PO-05750,2023-05-18,2023-05-28,2023-07-16,Office Supplies,Office Supplies - Item 759,Deskpro Supplies,Operations,17,443.82,7544.94,Y,2023,5,Q2,59,0,2023-05,7544.94,0.0
PO-05751,2023-12-21,2024-01-03,2024-01-07,Raw Materials,Raw Materials - Item 416,Eastcoast Polymers,Operations,50,2623.44,131172.0,N,2023,12,Q4,17,1,2023-12,131172.0,0.0
PO-05752,2023-09-23,2023-10-11,2023-10-21,Logistics,Logistics - Item 109,Localfreight Co,Marketing,19,6508.27,123657.13,N,2023,9,Q3,28,1,2023-09,123657.13,0.0
PO-05753,2023-03-17,2023-03-28,2023-05-02,MRO,MRO - Item 576,Proparts Inc,R&D,46,634.63,29192.98,N,2023,3,Q1,46,1,2023-03,29192.98,0.0
PO-05754,2023-06-16,2023-06-22,2023-07-29,Raw Materials,Raw Materials - Item 204,Alphametals Ltd,IT,16,2310.76,36972.16,Y,2023,6,Q2,43,0,2023-06,36972.16,0.0
PO-05755,2023-08-05,2023-08-16,2023-10-02,Professional Services,Professional Services - Item 337,Legaledge Associates,Operations,29,10480.11,303923.19,Y,2023,8,Q3,58,0,2023-08,303923.19,0.0
PO-05756,2023-12-11,2023-12-20,2024-01-03,Logistics,Logistics - Item 527,Freightmaster Inc,Supply Chain,15,7190.21,107853.15,Y,2023,12,Q4,23,0,2023-12,107853.15,0.0
PO-05757,2023-11-06,2023-11-25,2023-12-12,Raw Materials,Raw Materials - Item 562,Primechem Solutions,R&D,1,2069.1,2069.1,Y,2023,11,Q4,36,0,2023-11,2069.1,0.0
PO-05758,2024-03-07,2024-03-15,2024-04-02,Raw Materials,Raw Materials - Item 128,Steelcore Industries,Sales,8,2932.13,23457.04,Y,2024,3,Q1,26,0,2024-03,23457.04,0.0
PO-05759,2023-11-15,2023-11-23,2024-01-14,MRO,MRO - Item 545,Safeguard Equipment,Supply Chain,45,1305.97,58768.65,N,2023,11,Q4,60,1,2023-11,58768.65,0.0
PO-05760,2024-02-26,2024-03-11,2024-04-11,MRO,MRO - Item 860,Proparts Inc,Marketing,26,1061.01,27586.26,Y,2024,2,Q1,45,0,2024-02,27586.26,0.0
PO-05761,2023-12-20,2024-01-09,2024-01-21,Raw Materials,Raw Materials - Item 920,Alphametals Ltd,Supply Chain,46,3967.66,182512.36,Y,2023,12,Q4,32,0,2023-12,182512.36,0.0
PO-05762,2024-01-20,2024-02-07,2024-02-14,Office Supplies,Office Supplies - Item 476,Officeworld Ltd,Sales,28,155.75,4361.0,Y,2024,1,Q1,25,0,2024-01,4361.0,0.0
PO-05763,2023-02-11,2023-02-21,2023-04-12,Raw Materials,Raw Materials - Item 440,Primechem Solutions,R&D,27,3308.78,89337.06,N,2023,2,Q1,60,1,2023-02,89337.06000000001,1.4551915228366852e-11
PO-05764,2023-10-25,2023-11-05,2023-11-15,Professional Services,Professional Services - Item 602,Apex Consulting Group,Finance,36,21683.86,780618.96,Y,2023,10,Q4,21,0,2023-10,780618.96,0.0
PO-05765,2024-01-31,2024-02-13,2024-02-23,Logistics,Logistics - Item 277,Localfreight Co,Operations,44,4091.78,180038.32,N,2024,1,Q1,23,1,2024-01,180038.32,0.0
PO-05766,2023-02-17,2023-03-09,2023-03-25,Office Supplies,Office Supplies - Item 237,Officeworld Ltd,R&D,5,340.16,1700.8,Y,2023,2,Q1,36,0,2023-02,1700.8000000000002,2.2737367544323206e-13
PO-05767,2024-01-23,2024-01-29,2024-02-19,Professional Services,Professional Services - Item 374,Legaledge Associates,Supply Chain,4,3492.23,13968.92,N,2024,1,Q1,27,1,2024-01,13968.92,0.0
PO-05768,2023-07-15,2023-07-31,2023-08-04,Raw Materials,Raw Materials - Item 299,Primechem Solutions,HR,2,3015.5,6031.0,Y,2023,7,Q3,20,0,2023-07,6031.0,0.0
PO-05769,2023-07-04,2023-07-24,2023-07-29,MRO,MRO - Item 225,Fasttrack Mro,HR,22,68.09,1497.98,Y,2023,7,Q3,25,0,2023-07,1497.98,0.0
PO-05770,2023-05-07,2023-05-20,2023-06-15,Raw Materials,Raw Materials - Item 822,Primechem Solutions,Finance,35,448.27,15689.45,Y,2023,5,Q2,39,0,2023-05,15689.449999999999,1.8189894035458565e-12
PO-05771,2024-03-19,2024-04-04,2024-04-28,Raw Materials,Raw Materials - Item 187,Globalmat Corp,Operations,50,3492.9,174645.0,N,2024,3,Q1,40,1,2024-03,174645.0,0.0
PO-05772,2023-05-16,2023-05-23,2023-07-11,Marketing,Marketing - Item 904,Creativeworks Inc,Supply Chain,31,700.48,21714.88,N,2023,5,Q2,56,1,2023-05,21714.88,0.0
PO-05773,2023-11-07,2023-11-12,2023-11-23,Raw Materials,Raw Materials - Item 681,Primechem Solutions,IT,34,2339.38,79538.92,N,2023,11,Q4,16,1,2023-11,79538.92,0.0
PO-05774,2024-06-26,2024-07-07,2024-08-22,MRO,MRO - Item 627,Fasttrack Mro,Sales,22,937.54,20625.88,Y,2024,6,Q2,57,0,2024-06,20625.879999999997,3.637978807091713e-12
PO-05775,2023-04-30,2023-05-09,2023-06-09,Raw Materials,Raw Materials - Item 105,Eastcoast Polymers,R&D,42,1116.66,46899.72,N,2023,4,Q2,40,1,2023-04,46899.72,0.0
PO-05776,2023-07-31,2023-08-18,2023-09-09,Logistics,Logistics - Item 947,Swiftlogistics Group,Supply Chain,3,4087.46,12262.38,Y,2023,7,Q3,40,0,2023-07,12262.380000000001,1.8189894035458565e-12
PO-05777,2023-02-14,2023-03-04,2023-03-25,MRO,MRO - Item 122,Toolmaster Supply,IT,46,886.05,40758.3,Y,2023,2,Q1,39,0,2023-02,40758.299999999996,7.275957614183426e-12
PO-05778,2023-02-15,2023-02-22,2023-03-19,MRO,MRO - Item 768,Fasttrack Mro,Operations,37,1612.63,59667.31,Y,2023,2,Q1,32,0,2023-02,59667.310000000005,7.275957614183426e-12
PO-05779,2024-02-03,2024-02-12,2024-02-29,Raw Materials,Raw Materials - Item 432,Steelcore Industries,HR,36,5193.78,186976.08,Y,2024,2,Q1,26,0,2024-02,186976.08,0.0
PO-05780,2023-12-11,2023-12-17,2023-12-28,Office Supplies,Office Supplies - Item 544,Officeworld Ltd,Marketing,17,398.38,6772.46,N,2023,12,Q4,17,1,2023-12,6772.46,0.0
PO-05781,2024-01-29,2024-02-09,2024-03-10,Raw Materials,Raw Materials - Item 226,Alphametals Ltd,HR,49,2536.69,124297.81,Y,2024,1,Q1,41,0,2024-01,124297.81,0.0
PO-05782,2023-09-09,2023-09-20,2023-10-08,Office Supplies,Office Supplies - Item 282,Officeworld Ltd,Operations,12,259.14,3109.68,Y,2023,9,Q3,29,0,2023-09,3109.68,0.0
PO-05783,2024-01-31,2024-02-15,2024-02-21,MRO,MRO - Item 996,Industrial Direct,IT,38,1437.13,54610.94,Y,2024,1,Q1,21,0,2024-01,54610.94,0.0
PO-05784,2023-06-11,2023-07-01,2023-06-27,IT & Software,IT & Software - Item 807,Cloudtech Systems,R&D,24,5325.15,127803.6,Y,2023,6,Q2,16,0,2023-06,127803.59999999999,1.4551915228366852e-11
PO-05785,2023-09-16,2023-09-24,2023-11-04,IT & Software,IT & Software - Item 242,Softedge Inc,Sales,28,309.16,8656.48,N,2023,9,Q3,49,1,2023-09,8656.480000000001,1.8189894035458565e-12
PO-05786,2023-12-19,2024-01-07,2024-02-07,Logistics,Logistics - Item 168,Swiftlogistics Group,Sales,11,8630.15,94931.65,Y,2023,12,Q4,50,0,2023-12,94931.65,0.0
PO-05787,2023-11-16,2023-11-21,2024-01-13,Logistics,Logistics - Item 286,Crossborder Express,Sales,3,8323.5,24970.5,N,2023,11,Q4,58,1,2023-11,24970.5,0.0
PO-05788,2023-04-26,2023-05-10,2023-05-11,IT & Software,IT & Software - Item 806,Netsecure Pro,Supply Chain,27,3818.57,103101.39,Y,2023,4,Q2,15,0,2023-04,103101.39,0.0
PO-05789,2024-02-24,2024-03-11,2024-04-16,IT & Software,IT & Software - Item 165,Datacore Solutions,Operations,27,1670.78,45111.06,Y,2024,2,Q1,52,0,2024-02,45111.06,0.0
PO-05790,2023-05-25,2023-06-07,2023-06-15,Facilities,Facilities - Item 283,Secureguard Systems,Supply Chain,41,180.92,7417.72,Y,2023,5,Q2,21,0,2023-05,7417.719999999999,9.094947017729282e-13
PO-05791,2023-06-05,2023-06-23,2023-07-03,Professional Services,Professional Services - Item 640,Legaledge Associates,IT,32,11492.37,367755.84,Y,2023,6,Q2,28,0,2023-06,367755.84,0.0
PO-05792,2023-03-17,2023-03-23,2023-05-06,IT & Software,IT & Software - Item 938,Netsecure Pro,Sales,25,2766.87,69171.75,Y,2023,3,Q1,50,0,2023-03,69171.75,0.0
PO-05793,2023-02-13,2023-02-21,2023-03-07,Professional Services,Professional Services - Item 237,Hrpro Consultants,IT,40,2139.43,85577.2,N,2023,2,Q1,22,1,2023-02,85577.2,0.0
PO-05794,2023-04-22,2023-05-09,2023-05-19,Marketing,Marketing - Item 748,Creativeworks Inc,Finance,47,6987.94,328433.18,Y,2023,4,Q2,27,0,2023-04,328433.18,0.0
PO-05795,2023-06-22,2023-07-11,2023-07-08,MRO,MRO - Item 624,Toolmaster Supply,Operations,45,463.21,20844.45,Y,2023,6,Q2,16,0,2023-06,20844.45,0.0
PO-05796,2023-03-12,2023-03-22,2023-04-17,Professional Services,Professional Services - Item 237,Strategyfirst Partners,Supply Chain,38,13530.93,514175.34,Y,2023,3,Q1,36,0,2023-03,514175.34,0.0
PO-05797,2023-06-20,2023-07-10,2023-07-24,Office Supplies,Office Supplies - Item 937,Printmaster Co,Finance,15,47.52,712.8,Y,2023,6,Q2,34,0,2023-06,712.8000000000001,1.1368683772161603e-13
PO-05798,2024-04-07,2024-04-19,2024-05-24,IT & Software,IT & Software - Item 180,Cloudtech Systems,Supply Chain,44,8416.24,370314.56,Y,2024,4,Q2,47,0,2024-04,370314.56,0.0
PO-05799,2023-06-28,2023-07-11,2023-08-14,Raw Materials,Raw Materials - Item 455,Alphametals Ltd,Operations,20,1505.68,30113.6,Y,2023,6,Q2,47,0,2023-06,30113.600000000002,3.637978807091713e-12
PO-05800,2023-03-20,2023-03-27,2023-04-16,Office Supplies,Office Supplies - Item 103,Deskpro Supplies,HR,45,266.26,11981.7,Y,2023,3,Q1,27,0,2023-03,11981.699999999999,1.8189894035458565e-12
PO-05801,2024-03-24,2024-04-03,2024-04-08,MRO,MRO - Item 153,Industrial Direct,R&D,18,291.46,5246.28,Y,2024,3,Q1,15,0,2024-03,5246.28,0.0
PO-05802,2023-04-14,2023-04-23,2023-05-08,Logistics,Logistics - Item 933,Swiftlogistics Group,Marketing,39,6340.64,247284.96,N,2023,4,Q2,24,1,2023-04,247284.96000000002,2.9103830456733704e-11
PO-05803,2023-10-06,2023-10-18,2023-11-19,Raw Materials,Raw Materials - Item 275,Steelcore Industries,IT,50,2543.32,127166.0,Y,2023,10,Q4,44,0,2023-10,127166.00000000001,1.4551915228366852e-11
PO-05804,2024-06-15,2024-06-20,2024-08-01,Raw Materials,Raw Materials - Item 541,Eastcoast Polymers,Sales,3,2215.59,6646.77,N,2024,6,Q2,47,1,2024-06,6646.77,0.0
PO-05805,2024-03-05,2024-03-11,2024-03-21,Office Supplies,Office Supplies - Item 917,Officeworld Ltd,Finance,24,136.16,3267.84,Y,2024,3,Q1,16,0,2024-03,3267.84,0.0
PO-05806,2023-06-03,2023-06-18,2023-07-27,Logistics,Logistics - Item 365,Swiftlogistics Group,Operations,30,3934.2,118026.0,Y,2023,6,Q2,54,0,2023-06,118026.0,0.0
PO-05807,2023-08-04,2023-08-14,2023-09-05,IT & Software,IT & Software - Item 767,Netsecure Pro,IT,35,4962.2,173677.0,N,2023,8,Q3,32,1,2023-08,173677.0,0.0
PO-05808,2023-04-29,2023-05-09,2023-05-23,Logistics,Logistics - Item 695,Crossborder Express,Operations,19,5257.18,99886.42,N,2023,4,Q2,24,1,2023-04,99886.42000000001,1.4551915228366852e-11
PO-05809,2023-09-30,2023-10-19,2023-11-07,Logistics,Logistics - Item 137,Lastmile Delivery,IT,27,5793.58,156426.66,Y,2023,9,Q3,38,0,2023-09,156426.66,0.0
PO-05810,2023-02-20,2023-03-10,2023-04-20,Raw Materials,Raw Materials - Item 511,Officeworld Ltd,Operations,31,1321.88,40978.28,N,2023,2,Q1,59,1,2023-02,40978.280000000006,7.275957614183426e-12
PO-05811,2023-11-26,2023-12-09,2023-12-23,MRO,MRO - Item 170,Proparts Inc,Operations,22,759.72,16713.84,Y,2023,11,Q4,27,0,2023-11,16713.84,0.0
PO-05812,2023-08-24,2023-09-05,2023-10-19,Logistics,Logistics - Item 764,Swiftlogistics Group,IT,44,8197.13,360673.72,Y,2023,8,Q3,56,0,2023-08,360673.72,0.0
PO-05813,2024-05-03,2024-05-15,2024-07-01,Raw Materials,Raw Materials - Item 223,Alphametals Ltd,HR,26,5657.67,147099.42,Y,2024,5,Q2,59,0,2024-05,147099.42,0.0
PO-05814,2023-06-10,2023-06-20,2023-08-03,Professional Services,Professional Services - Item 844,Apex Consulting Group,Supply Chain,39,20430.14,796775.46,Y,2023,6,Q2,54,0,2023-06,796775.46,0.0
PO-05815,2023-10-07,2023-10-26,2023-10-23,Logistics,Logistics - Item 576,Swiftlogistics Group,Sales,13,8313.21,108071.73,Y,2023,10,Q4,16,0,2023-10,108071.72999999998,1.4551915228366852e-11
PO-05816,2023-03-29,2023-04-18,2023-05-15,Raw Materials,Raw Materials - Item 722,Steelcore Industries,Supply Chain,22,4420.34,97247.48,Y,2023,3,Q1,47,0,2023-03,97247.48000000001,1.4551915228366852e-11
PO-05817,2024-01-04,2024-01-12,2024-02-22,IT & Software,IT & Software - Item 734,Cloudtech Systems,Sales,21,10655.89,223773.69,Y,2024,1,Q1,49,0,2024-01,223773.69,0.0
PO-05818,2024-03-03,2024-03-22,2024-03-30,MRO,MRO - Item 898,Precisionparts Co,Marketing,13,1237.82,16091.66,Y,2024,3,Q1,27,0,2024-03,16091.66,0.0
PO-05819,2023-12-19,2024-01-08,2024-02-01,Logistics,Logistics - Item 999,Swiftlogistics Group,Operations,35,7953.79,278382.65,Y,2023,12,Q4,44,0,2023-12,278382.65,0.0
